Id,Price
4567,173176.90628197804
5925,117705.57374700607
960,131453.64201179356
3848,121300.59805200923
746,206663.98964239986
868,240236.57157865586
672,112616.84744639887
2471,187314.39171095114
4510,123785.78254301552
8354,240316.37485660866
6393,184587.28152370168
13270,233301.32571012113
5250,308315.5155297454
16751,169543.42101807764
11404,135423.78786980876
10588,304640.8892856705
14925,174927.17529602713
6791,196585.5643613005
16097,202324.39241885362
16428,343687.1319092625
6945,388970.31614564714
3190,188423.6679542786
15709,367324.09014249075
13155,147667.1493845345
7675,180211.88374559977
14686,198293.05602559738
609,143400.72874829764
11155,189670.4966154496
10869,187726.19577821897
15742,175614.77321762158
9245,192073.81789177362
3340,163841.18685335666
2359,278884.83181215875
8070,184053.49098083578
13707,115150.12684860543
16079,299458.75858507684
15937,255428.85160675287
14090,181978.3826771027
9008,228453.4781179819
16384,200556.9861539459
11657,237721.83470835086
13151,141919.95917922488
8990,179630.36239427704
11857,187854.00648315792
1565,163171.67868345793
8174,109700.77565823469
9247,218926.56239781322
10478,203556.50071800296
15509,155130.4211534726
8306,256903.81289057934
6642,200040.24184737675
7472,212111.80376914953
15989,134669.11188944118
13682,134149.52989277485
163,301363.3076337121
7076,185972.80641304998
7478,301806.51251422166
3029,183610.52699430054
1814,139122.11509873977
10057,137253.34911618734
15100,197140.64569241554
12694,217262.16676996913
6291,191402.8794975611
12603,180586.61265092206
3218,232626.40450862097
13456,123763.33797571417
10170,239868.92004518837
4530,131957.82590839863
13329,161829.25001734553
4820,151330.54485702957
10896,172575.8762504915
13416,120245.62995609363
2701,222767.61261686296
11265,346890.77084111504
9189,246100.42332609103
1858,222634.07663625712
14536,240457.09553867736
6199,289167.7535997863
14730,155626.4486199475
7510,272701.2963133237
15505,164982.98219952837
7446,195111.75165230216
14016,191884.17245218516
14113,110167.35892639321
8721,308390.8074554626
6193,302139.02736597456
5717,161976.72872381413
5427,297247.6192728805
9520,493033.09603686293
6869,96800.03729933238
1658,168667.08299406763
6639,237989.20824257875
6283,183950.82643776067
6257,128215.18611266126
15235,198045.97618937553
902,214599.84671109737
8932,196575.21654422823
16469,320900.75966319087
2825,267643.728805159
6450,365601.47540605074
11366,183117.9336027887
3801,328029.4981129356
11385,211146.62018405917
1079,194845.9181982507
3202,256100.26508437208
676,193773.36130187954
6185,253926.1639136864
7730,166194.0273743656
2573,182200.50644975074
10978,205061.61519542706
10962,250462.77921398493
8870,227098.4145079037
8496,182057.99190647513
5517,167943.49519889508
927,184114.0376119486
13675,193917.78669813985
1499,218380.89189264472
15536,322109.972532109
8602,297544.55190174235
12137,370923.6156513685
9865,218452.8477239768
16353,291545.4954988241
15908,218181.91507677082
3944,173068.76840181285
10359,205853.3031213223
15158,228609.04389243905
3259,218844.7371976936
7220,324560.53666348284
13843,198910.21671451407
16736,210113.18306012146
702,256902.8123342052
16401,137868.64558541492
12134,179818.70686507554
6918,211735.94015115712
11792,140681.10195159758
3798,138152.686640142
10395,131724.6860520845
11099,140825.70057100046
7090,188808.2456646096
11260,182044.21116763598
9647,265939.65530686727
2903,316164.6513295363
2071,188471.46570554073
8604,196915.04180891893
9346,193927.8775787847
3945,203242.92413744787
3420,154819.21987199792
10842,123039.28883349513
725,140539.9827082237
13931,186070.53308300176
16330,256442.9515254361
9066,409916.1389389513
3326,303454.30194864224
1556,318239.85515801405
6579,92892.04451629851
13877,152666.00910037616
9857,279957.3580274884
7302,256594.60794875555
5684,192404.8199606796
6513,238184.6743958895
11342,111379.95196566197
16561,246215.28596575963
6885,175606.21086273532
9308,180901.76944747384
2559,157614.29863041945
6648,171843.652863467
15260,198085.89186139
5113,192870.6282243858
16492,200851.4377910162
12034,269945.648056326
7248,210249.2224668127
2171,199961.39252321608
10594,180825.84612596116
13241,198223.05201094228
7032,126196.81567439548
4884,148987.63618982706
903,200190.83373642334
162,180201.03813795975
6566,254633.57662684927
8249,136726.38790623017
13106,175873.49355825284
256,150617.12356582776
7976,170736.25466793988
8575,154629.26397140414
7591,223553.03663041064
3204,235332.68298952436
15804,194149.75144227443
1525,310544.4579774915
9038,200643.61733733502
13628,215239.88508519414
10016,203498.840034141
10208,235900.72279335142
2008,178778.49744473962
13029,190122.92997941482
5099,127956.64947016982
9923,297066.16081121145
9461,137602.32086407224
11086,151992.73869967624
15057,276495.63369142154
10689,183300.96473388138
2053,228906.4159701148
16630,178573.73075167413
4985,151014.60007888582
13881,249009.92351101476
13225,198928.0351653345
5779,62955.10704411466
10262,181904.48892913217
10762,184834.54729582768
9513,199435.774868281
11128,177962.79497529668
2074,315832.8520810924
933,195224.30104853454
2780,198539.52775795833
6594,121940.2219584857
15394,212989.52802889067
14863,115497.15894489663
6698,192464.28682314293
1611,260194.09864733217
174,187700.77618126385
5160,207524.99803820686
3295,344760.64596759743
4559,401654.2051634107
8254,168554.45611094122
10228,98058.62720409951
13924,133107.2313842991
15341,240104.13836420476
4353,180475.91062785417
4334,67360.66383149894
1872,163368.5805369627
7823,177222.49265572522
310,191667.25270283842
3704,242355.92241844872
11615,289199.42169524095
6605,211500.09058698438
3381,193286.6020825716
2143,144070.22133338917
3191,256965.8087001075
13980,143404.5519934366
15613,149220.86386436273
10943,273965.6553277572
9654,138856.5510135406
16053,466598.75334620697
14931,235179.83423650422
8299,228295.25387091836
2147,167564.22580936513
11567,396505.76175513316
5905,150255.5364742099
11160,116449.6570710694
8275,145023.3127935775
16398,272404.0793112326
11229,178254.59035487965
10309,161186.12045629733
7340,283386.65231016924
7653,146385.9410413738
272,193390.75367312838
9831,197134.18614628556
5016,129178.74538774515
5968,95111.54629352901
796,222701.4031959744
12123,125487.00004896101
16629,197843.51163048728
2637,182887.9575530696
6194,180503.29859932265
6216,273802.7611051343
14346,168342.64348765378
6428,125178.13938051744
2891,245511.50073038082
84,187816.28781536905
9260,209179.65958336444
15250,139336.7052736659
2348,216528.48264058045
10427,224901.39061614923
13230,248459.15471295145
1691,217561.5575004691
8803,127452.59037674131
5464,180908.05216540984
10559,107123.12324849737
16787,294909.53517130116
4278,105025.37122325966
6183,153967.0279117228
12775,165342.50022809755
10104,158685.22832538903
13663,178068.79297661813
9404,206459.44403582095
14724,197536.54129034924
10040,195367.08713097696
4646,185054.97524647496
4754,156241.84173694596
3310,219576.76906787508
2003,185843.53414319403
7312,183002.80681263938
10921,217068.00945847778
13419,318771.03105449566
10105,165802.5857531822
2196,434911.15561663744
12659,243312.18677527437
4380,247086.29049114967
10847,141478.70034857705
10805,303687.8539154376
8709,107060.16163375361
8319,185476.5054694282
2215,174310.5479631015
7000,205839.52129564766
7701,107412.51498763547
9678,198859.7576258891
14026,182576.8409516382
7971,181524.6946018695
13734,148058.82142423984
16483,189983.22217167797
6150,214123.1511347441
2931,278040.8488003359
